Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Lapi  Michelangelo  sec. XVII,"Tipologia: letteraIncipit: ""Non posso avisar Vostra Signoria come desidera ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 297-298, n. 675
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 35, c. 64r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Barberini, Antonio, 1607-1671,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Thévenot, Melchisédech, 1620-1680,(citato.)",,Lapi Michelangelo a Viviani Vincenzo,12/02/1656,Roma,Firenze,Viviani Vincenzo,1656
Serenai  Lodovico  1599-1685,"Tipologia: letteraIncipit: ""Io ringrazio Vostra Signoria della misura del miglio ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 361-362, n. 717
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 36, c. 66r-v<br/>
</td>","Viviani, Francesco, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",,Serenai Lodovico a Viviani Vincenzo,20/08/1656,,Firenze,Viviani Vincenzo,1656
Morcioni  Giovan Battista  sec. XVII,"Tipologia: letteraIncipit: ""Con questa dò parte a Vostra Signoria del mio felice viaggio ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 364-365, n. 720
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 37, c. 68r<br/>
</td>","Cecco Bravo, 1601-1661,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",,Morcioni Giovan Battista a Viviani Vincenzo,10/09/1656,Urbino,Firenze,Viviani Vincenzo,1656
Morcioni  Giovan Battista  sec. XVII,"Tipologia: letteraIncipit: ""Quando la Serenissima Granduchessa si compiacesse ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 366, n. 722
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 38, c. 70r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Tolomei,(citato.)Della Rovere, Vittoria, granduchessa di Toscana, 1622-1694,(citato.)Micalori, Giacomo, 1570-1645,(citato.)Commandino, Federico, 1509-1575,(citato.)",,Morcioni Giovan Battista a Viviani Vincenzo,26/09/1656,Urbino,Firenze,Viviani Vincenzo,1656
Morcioni  Giovan Battista  sec. XVII,"Tipologia: letteraIncipit: ""Sono tre ordinarii [ch'i]o aspettavo la risposta ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 370, n. 725
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 39, c. 72r<br/>
</td>","Della Rovere, Vittoria, granduchessa di Toscana, 1622-1694,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",,Morcioni Giovan Battista a Viviani Vincenzo,22/10/1656,Urbino,Firenze,Viviani Vincenzo,1656
Torsi  Andrea  sec. XVII,"Tipologia: letteraIncipit: ""Mi dispiace aver riceuto la cortesissima di Vostra Signoria ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 375-376, n. 730
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 40, c. 74r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Dandini, Vincenzo, sec. XVII,(citato.)Galilei, Cosimo, 1636-1672,(citato.)Galilei, Filippo, sec. XVII,(citato.)Guldin, Paul, 1577-1643,(citato.)",,Torsi Andrea a Viviani Vincenzo,4/11/1656,Roma,Firenze,Viviani Vincenzo,1656
Morcioni  Giovan Battista  sec. XVII,"Tipologia: letteraIncipit: ""Mi ha dispiaciuto assai della indisposizione ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 376-377, n. 731
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 41, c. 75r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Vagnardi, Lorenzo, sec. XVII,(citato.)Landini,(citato.)Commandino, Federico, 1509-1575,(citato.)",,Morcioni Giovan Battista a Viviani Vincenzo,6/11/1656,Urbino,Firenze,Viviani Vincenzo,1656
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Ho ricevuto la di Vostra Signoria gentilissima ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 387, n. 738
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 42, c. 77r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Filippo, sec. XVII,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)",,Galilei Cosimo a Viviani Vincenzo,29/11/1656,Pisa,Firenze,Viviani Vincenzo,1656
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Ho ricevuto la di Vostra Signoria, e questo serva per esplicargli ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 396, n. 745
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 43, c. 79r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Ptolemaeus, Claudius, ca. 100-178,(citato.)Galilei, Filippo, sec. XVII,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Rinaldini, Carlo, 1615-1698,(citato.)Cicero, Marcus Tullius, 106-43 a.C.,(citato.)",,Galilei Cosimo a Viviani Vincenzo,13/12/1656,Pisa,Firenze,Viviani Vincenzo,1656
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Mi ha sommamente rallegrato la di Vostra Signoria, ...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 401-402, n. 751
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 44, c. 81r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Galilei, Galileo, 1564-1642,(citato.)Magnani, Lorenzo, sec. XVII,(citato.)Oleri,(citato.)Plato, 427-347 a.C.,(citato.)",,Galilei Cosimo a Viviani Vincenzo,30/12/1656,Pisa,Firenze,Viviani Vincenzo,1656
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Alla di Vostra Signoria succintamente rispondo ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 45, c. 83r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Lanfredini, Girolamo, sec. XVII,(citato.)",,Galilei Cosimo a Viviani Vincenzo,18/01/1657,Pisa,Firenze,Viviani Vincenzo,1657
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""La scarsità del tempo impedisce che io ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 46, c. 84r<br/>
</td>","Borelli, Giovanni Alfonso, 1608-1679,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Ferdinando II, granduca di Toscana, 1610-1670,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Medici, Leopoldo de', 1617-1675,(citato.)",Granducato,Galilei Cosimo a Viviani Vincenzo,31/01/1657,Pisa,Firenze,Viviani Vincenzo,1657
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Con la lettera di Vostra Signoria ricevei lunedì passato ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 47, c. 86r-87v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Barbari, Girolamo, sec. XVII,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Marchetti, Pietro, 1589-1673,(citato.)",Argomenti privati,Galilei Cosimo a Viviani Vincenzo,/02/1657,Pisa,Firenze,Viviani Vincenzo,1657
Morcioni  Giovan Battista  sec. XVII,"Tipologia: letteraIncipit: ""Vengo con questa mia a salutare Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 48, c. 88r<br/>
</td>","Rombaldoni, Ippolito, 1619-1679,(citato.)Landini, Francesco, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",,Morcioni Giovan Battista a Viviani Vincenzo,12/03/1657,Urbino,Firenze,Viviani Vincenzo,1657
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Per l'ordinario passato non ricevei sue lettere, cosa che in estremo mi dispiacque ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 49, c. 90r-91r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Bargiacchi, sec. XVII,(citato.)",,Galilei Cosimo a Viviani Vincenzo,/04/1657,Pisa,Firenze,Viviani Vincenzo,1657
Ridolfi  Francesco  m. 1697,"Tipologia: letteraIncipit: ""Se Vostra Signoria oggi per suo commodo ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 50, c. 92r<br/>
</td>","Coltellini, Agostino, 1613-1693,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",,Ridolfi Francesco a Viviani Vincenzo,13/05/1657,,Firenze,Viviani Vincenzo,1657
Serenai  Lodovico  1599-1685,"Tipologia: letteraIncipit: ""Io mi trovo molto debole e fiacco per due solite ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 51, c. 94r<br/>
</td>","Nelli, Agostino, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Serenai Lodovico a Viviani Vincenzo,7/08/1657,,Firenze,Viviani Vincenzo,1657
Micalori  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Sono molti mesi, che io non hò inteso cosa alcuna ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 52, c. 96r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Micalori Giovanni Battista a Viviani Vincenzo,18/09/1657,Urbania,Firenze,Viviani Vincenzo,1657
Serenai  Lodovico  1599-1685,"Tipologia: letteraIncipit: ""Io son à Lari dove il paese è bellissimo, ma la nostra habitazione bruttissima ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 53, c. 98r-99v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Beccuto, Carlo Filippo, sec. XVII-XVIII,(citato.)Orsati, Giuseppe, sec. XVII,(citato.)Lisci, Benedetto, sec. XVII,(citato.)Nigetti, sec. XVII,(citato.)Giacomini,(citato.)",Argomenti privati,Serenai Lodovico a Viviani Vincenzo,27/10/1657,Lari,Firenze,Viviani Vincenzo,1657
Magalotti  Lorenzo  1637-1712,"Tipologia: letteraIncipit: ""Dovendo hoggi essere con mia fretta per un nostro interesse ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 54, c. 100r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Magalotti Lorenzo a Viviani Vincenzo,7/09/1657,,Firenze,Viviani Vincenzo,1657
Viviani  Alamanno  m. post 1671,"Tipologia: letteraIncipit: ""Già che viene il Signor Pietro à Firenze, accuso a Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 55, c. 102r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Viviani Alamanno a Viviani Vincenzo,14/12/1657,,Firenze,Viviani Vincenzo,1657
Rinaldini  Carlo  1615-1698,"Tipologia: letteraIncipit: ""Sento quanto Vostra Signoria mi significa ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 56, c. 103r-v<br/>
</td>","Saminiatelli, sec. XVII,(citato.)Mersenne, Marin, 1588-1648,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",,Rinaldini Carlo a Viviani Vincenzo,19/12/1657,,Firenze,Viviani Vincenzo,1657
Tomansi  Leopoldo  sec. XVII,"Tipologia: letteraIncipit: ""Conforme Vostra Signoria si è compiaciuta accennarmi per la sua ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 57, c. 105r<br/>
</td>","Ricci, Ottavio, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",,Tomansi Leopoldo a Viviani Vincenzo,21/12/1657,Pisa,Firenze,Viviani Vincenzo,1657
Tomansi  Leopoldo  sec. XVII,"Tipologia: letteraIncipit: ""Havendo in questo punto Sua Altezza Serenissima ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 58, c. 107r-v<br/>
</td>","Ricci, Ottavio, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Tomansi Leopoldo a Viviani Vincenzo,22/12/1657,Pisa,Firenze,Viviani Vincenzo,1657
Rinaldini  Carlo  1615-1698,"Tipologia: letteraIncipit: ""Nec uno avulso deficit alter. Non sono due giorni che l'amico ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 59, c. 109r-110r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Serenai, Lodovico, 1599-1685,(citato.)Mersenne, Marin, 1588-1648,(citato.)Galilei, Cosimo, 1636-1672,(citato.)",,Rinaldini Carlo a Viviani Vincenzo,24/12/1657,Pisa,Firenze,Viviani Vincenzo,1657
Rinaldini  Carlo  1615-1698,"Tipologia: letteraIncipit: ""La lettera di Vostra Signoria è stata da me consegnata ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 60, c. 111r<br/>
</td>","Serenai, Lodovico, 1599-1685,(citato.)Leoli, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Rinaldini Carlo a Viviani Vincenzo,27/12/1657,Pisa,Firenze,Viviani Vincenzo,1657
Rinaldini  Carlo  1615-1698,"Tipologia: letteraIncipit: ""Con sommo gusto ricevo una gratissima di Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 61, c. 113r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Rinaldini Carlo a Viviani Vincenzo,3/06/1658,Pisa,Firenze,Viviani Vincenzo,1658
Rinaldini  Carlo  1615-1698,"Tipologia: letteraIncipit: ""Finalmente ho ricevuto un'altra lettera di quell'amico lontano ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 62, c. 115r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Rinaldini Carlo a Viviani Vincenzo,7/01/1658,Pisa,Firenze,Viviani Vincenzo,1658
Retano  Tommaso  sec. XVII,"Tipologia: letteraIncipit: ""Sento le notizie che Vostra Signoria mi dà ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 63, c. 117r-v<br/>
</td>","Gregorio Barbarigo, santo, 1625-1697,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Retano Tommaso a Viviani Vincenzo,12/01/1658,Roma,Firenze,Viviani Vincenzo,1658
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Sono di gia passate due settimane che io non ricevo sue lettere, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 64, c. 119r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Galileo, 1564-1642,(citato.)Gassendi, Pierre, 1592-1655,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Magnani, Lorenzo, sec. XVII,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Simplicius Cilicius, ca. 490-ca. 560,(citato.)",Notizie di libri,Galilei Cosimo a Viviani Vincenzo,3/01/1658,Pisa,Firenze,Viviani Vincenzo,1658
Bellincioni  Giovanni  sec. XVII,"Tipologia: letteraIncipit: ""Il debito che li tengho mi move a salutarla reverentemente con la presente ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 65, c. 121r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Bellincioni Giovanni a Viviani Vincenzo,29/01/1658,Candia,Firenze,Viviani Vincenzo,1658
Retano  Tommaso  sec. XVII,"Tipologia: letteraIncipit: ""Ho il sospetto che la mia lettera di risposta ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 66, c. 123r<br/>
</td>","Gregorio Barbarigo, santo, 1625-1697,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Retano Tommaso a Viviani Vincenzo,9/02/1658,Roma,Firenze,Viviani Vincenzo,1658
Rinaldini  Carlo  1615-1698,"Tipologia: letteraIncipit: ""Ricevo una cortesissima di Vostra Signoria, dalla quale mi vien confermata ...""Tracce di sigillo a ceralacca
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 67, c. 125r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Rinaldini Carlo a Viviani Vincenzo,10/02/1658,Pisa,Firenze,Viviani Vincenzo,1658
